question,answer
How can I report workplace harassment? [variant 671],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 671 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 672],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 672 with contextual uniqueness.)"
What does emotional abuse look like? [variant 673],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 673 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 674],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 674 with contextual uniqueness.)
Are periods supposed to be painful? [variant 675],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 675 with contextual uniqueness.)"
What are red flags in a relationship? [variant 676],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 676 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 677],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 677 with contextual uniqueness.)
How do I deal with body image issues? [variant 678],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 678 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 679],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 679 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 680],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 680 with contextual uniqueness.)"
How can I report workplace harassment? [variant 681],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 681 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 682],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 682 with contextual uniqueness.)"
What does emotional abuse look like? [variant 683],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 683 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 684],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 684 with contextual uniqueness.)
Are periods supposed to be painful? [variant 685],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 685 with contextual uniqueness.)"
What are red flags in a relationship? [variant 686],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 686 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 687],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 687 with contextual uniqueness.)
How do I deal with body image issues? [variant 688],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 688 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 689],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 689 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 690],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 690 with contextual uniqueness.)"
